date,Open,High,Low,close,Adj_Close,Volume
2011-11-21,52.914288,53.990002,51.902859,51.938572,46.030861,385008400
2011-11-28,53.192856,56.232857,52.885715,55.671429,49.339123,473610900
2011-12-05,56.212856,56.630001,55.251427,56.231430,49.835430,404726000
2011-12-12,55.954285,56.485714,53.954285,54.431427,48.240166,431140500
2011-12-19,54.638573,57.655716,54.354286,57.618572,51.064789,326862900
2011-12-26,57.585712,58.441429,57.215714,57.857143,51.276226,222344500
2012-01-02,58.485714,60.392857,58.428570,60.342857,53.479202,287951300
2012-01-09,60.785713,61.107143,59.808571,59.972858,53.151287,326478600
2012-01-16,60.599998,61.624287,59.964287,60.042858,53.213322,298850300
2012-01-23,60.381428,64.921425,59.935715,63.897144,56.629215,608927200
2012-01-30,63.672855,65.714287,63.627144,65.668571,58.199146,378616700
2012-02-06,65.482857,71.088570,65.457146,70.488571,62.470917,622260800
2012-02-13,71.361427,75.184288,69.518570,71.731430,63.572411,991022900
2012-02-20,72.411430,74.699997,72.017143,74.629997,66.141258,517999300
2012-02-27,74.472855,78.315712,73.754288,77.882858,69.024132,803740700
2012-03-05,77.917145,78.248573,73.745712,77.881432,69.022873,838315100
2012-03-12,78.425713,85.715714,78.142860,83.652855,74.137825,1125546800
2012-03-19,85.481430,87.092857,84.150002,85.150002,75.464684,854074900
2012-03-26,85.684288,88.778572,85.037140,85.650002,75.907799,799402100
2012-04-02,85.975716,90.665718,85.768570,90.525711,80.228951,661797500
2012-04-09,89.447144,92.000000,86.215714,86.461426,76.626945,914464600
2012-04-16,87.151428,88.607140,81.488571,81.854286,72.543831,1224137600
2012-04-23,81.515717,88.285713,79.285713,86.142860,76.344620,972811700
2012-04-30,85.400002,85.485718,80.738571,80.750000,71.565163,616268800
2012-05-07,80.214287,82.268570,79.818573,80.958572,71.750015,542705100
2012-05-14,80.367142,81.072861,74.597145,75.768570,67.150352,709842700
2012-05-21,76.357140,82.357140,76.292854,80.327141,71.190392,683902800
2012-05-28,81.557144,83.071426,80.074287,80.141426,71.025803,480650100
2012-06-04,80.214287,82.940002,78.357140,82.902855,73.473129,518487200
2012-06-11,83.959999,84.071426,80.957146,82.018570,72.689438,500263400
2012-06-18,81.565712,84.285713,81.481430,83.157143,73.698509,442895600
2012-06-25,82.471428,83.428574,80.801430,83.428574,73.939056,372063300
2012-07-02,83.532860,87.762856,83.371429,86.554283,76.709236,386279600
2012-07-09,86.471428,88.552856,84.668571,86.424286,76.594017,525038500
2012-07-16,86.445717,87.907143,86.164284,86.328575,76.509201,420479500
2012-07-23,84.914284,87.097145,81.428574,83.594284,74.085922,685247500
2012-07-30,84.417145,88.282860,83.974289,87.957146,77.952522,475762700
2012-08-06,88.184288,89.285713,87.894287,88.814285,78.712173,313459300
2012-08-13,89.055717,92.598572,89.035713,92.587143,82.408203,393409800
2012-08-20,92.858574,96.411430,92.587143,94.745712,84.329453,712224100
2012-08-27,97.141426,97.267143,93.892860,95.034286,84.586311,384563200
2012-09-03,95.108574,97.497147,94.928574,97.205711,86.519005,356282500
2012-09-10,97.207146,99.568573,93.714287,98.754288,87.897346,725762100
2012-09-17,99.907143,100.724289,99.088570,100.012856,89.017540,501641700
2012-09-24,98.122856,99.302856,94.335716,95.300003,84.822784,716065000
2012-10-01,95.879997,96.678574,92.949997,93.227142,82.977821,640150000
2012-10-08,92.411430,92.508568,89.078575,89.958572,80.068604,748260800
2012-10-15,90.335716,93.255714,87.088570,87.120003,77.542114,648005400
2012-10-22,87.488571,90.768570,84.428574,86.285713,76.799545,871790500
2012-10-29,84.982857,86.142860,82.107140,82.400002,73.341011,367668700
2012-11-05,83.360001,84.391426,76.245712,78.151428,69.559540,920940300
2012-11-12,79.164284,79.214287,72.250000,75.382858,67.401772,895681500
2012-11-19,77.244286,81.714287,77.125717,81.642860,72.999016,527975000
2012-11-26,82.271431,84.892860,81.751427,83.611427,74.759140,647698100
2012-12-03,84.807144,84.941429,74.089996,76.178574,68.113251,982559900
2012-12-10,75.000000,78.508568,72.225716,72.827141,65.116653,836203200
2012-12-17,72.704285,76.414284,71.604286,74.190002,66.335205,727654900
2012-12-24,74.335716,74.892860,72.094284,72.798569,65.091110,321897100
2012-12-31,72.932854,79.285713,72.714287,75.285713,67.314934,541827300
2013-01-07,74.571426,75.984283,73.599998,74.328575,66.459114,575530200
2013-01-14,71.811432,72.964287,69.054283,71.428574,63.866150,807096500
2013-01-21,72.080002,73.570000,62.142857,62.840000,56.186886,997983700
2013-01-28,62.547142,66.085716,62.265713,64.802856,57.941925,658162400
2013-02-04,64.844284,68.401428,63.142857,67.854286,60.670288,745477600
2013-02-11,68.071426,69.277145,65.702858,65.737144,59.119843,587192900
2013-02-18,65.871429,66.104286,63.259998,64.401428,57.918598,422480800
2013-02-25,64.835716,65.017143,61.425713,61.495716,55.305378,584098200
2013-03-04,61.114285,62.204285,59.857143,61.674286,55.465977,635348700
2013-03-11,61.392857,63.461430,60.734287,63.380001,56.999981,573383300
2013-03-18,63.064285,66.014282,63.028572,65.987144,59.344692,554998500
2013-03-25,66.384285,67.135712,63.088570,63.237144,56.871506,392376600
2013-04-01,63.128571,63.385715,59.954285,60.457142,54.371346,506152500
2013-04-08,60.692856,62.570000,60.355713,61.400002,55.219299,387587200
2013-04-15,61.000000,61.127144,55.014286,55.790001,50.174019,710980200
2013-04-22,56.091427,59.824287,55.895714,59.599998,53.600491,803186300
2013-04-29,60.064285,64.747147,60.000000,64.282860,57.811966,655475800
2013-05-06,65.101425,66.535713,64.354286,64.709999,58.196106,546583100
2013-05-13,64.501427,65.414284,59.842857,61.894287,56.032265,634197200
2013-05-20,61.701427,64.050003,61.442856,63.592857,57.569977,494956700
2013-05-27,64.271431,65.300003,62.771427,64.247147,58.162281,363636000
2013-06-03,64.389999,64.918571,61.824287,63.115715,57.138012,444285100
2013-06-10,63.532856,64.154289,61.214287,61.435715,55.617115,389797800
2013-06-17,61.634285,62.242859,58.299999,59.071430,53.476768,400952300
2013-06-24,58.200001,58.380001,55.552856,56.647144,51.282078,519598800
2013-07-01,57.527142,60.470001,57.317142,59.631428,53.983723,343968100
2013-07-08,60.015713,61.398571,58.625713,60.930000,55.159309,384496000
2013-07-15,60.715714,62.124287,60.595715,60.707142,54.957542,286261500
2013-07-22,61.351429,63.512856,59.815716,62.998573,57.031963,399693700
2013-07-29,62.971428,66.121429,62.885715,66.077141,59.818958,340368000
2013-08-05,66.384285,67.412857,64.807144,64.921425,58.772709,368803400
2013-08-12,65.265717,72.035713,65.232857,71.761429,65.393822,713836900
2013-08-19,72.048569,73.391426,71.171425,71.574287,65.223297,418006400
2013-08-26,71.535713,72.885712,69.428574,69.602859,63.426800,393679300
2013-09-02,70.442856,71.748573,69.621429,71.174286,64.858795,318213700
2013-09-09,72.142860,72.559998,66.385712,66.414284,60.521156,671366500
2013-09-16,65.857140,68.364288,63.888573,66.772858,60.847912,625948400
2013-09-23,70.871429,70.987144,68.674286,68.964287,62.844891,477167600
2013-09-30,68.178574,70.335716,67.772858,69.004288,62.881340,371211400
2013-10-07,69.508568,70.548569,68.325714,70.401428,64.154510,362819100
2013-10-14,69.975716,72.751427,69.907143,72.698570,66.247795,344302000
2013-10-21,73.110001,76.175713,72.575714,75.137146,68.470024,492112600
2013-10-28,75.577141,77.035713,73.505714,74.290001,67.698029,522749500
2013-11-04,74.442856,75.555717,73.197144,74.365715,67.767036,318788400
2013-11-11,74.284286,75.611427,73.487144,74.998573,68.742744,307322400
2013-11-18,74.998573,75.312859,73.381432,74.257141,68.063156,283388000
2013-11-25,74.431427,79.761429,74.428574,79.438568,72.812401,328067600
2013-12-02,79.714287,82.162857,78.688568,80.002853,73.329613,523313700
2013-12-09,80.128571,81.567146,79.095711,79.204285,72.597641,388398500
2013-12-16,79.288574,80.377144,76.971428,78.431427,71.889267,458770200
2013-12-23,81.142860,81.697144,79.928574,80.012856,73.338776,274688400
2013-12-30,79.637146,80.182854,77.204285,77.282860,70.836502,275966600
2014-01-06,76.778572,78.122856,75.872856,76.134285,69.783722,393118600
2014-01-13,75.701431,80.028572,75.697144,77.238571,70.795914,439677700
2014-01-20,77.284286,79.612854,77.202858,78.010002,71.503006,385276500
2014-01-27,78.581429,79.257141,70.507141,71.514282,65.549095,816627700
2014-02-03,71.801430,74.704285,71.328575,74.239998,68.047470,433633900
2014-02-10,74.094284,77.997147,74.000000,77.712860,71.656990,379059800
2014-02-17,78.000000,78.741432,74.942856,75.035713,69.188454,289665600
2014-02-24,74.735718,76.107140,73.657143,75.177139,69.318871,367732400
2014-03-03,74.774284,76.392860,74.687141,75.777145,69.872116,276050600
2014-03-10,75.480003,77.094284,74.714287,74.955711,69.114693,288019200
2014-03-17,75.385712,76.605713,75.028572,76.124283,70.192223,304098200
2014-03-24,76.917145,78.428574,76.321426,76.694283,70.717804,340089400
2014-03-31,77.032860,77.639999,75.797142,75.974289,70.053917,246861300
2014-04-07,75.431427,76.034286,73.877144,74.230003,68.445541,312819500
2014-04-14,74.557144,75.394287,73.047142,74.991432,69.147636,242816000
2014-04-21,75.048569,81.712860,74.851425,81.705711,75.338707,482559700
2014-04-28,81.828575,85.632858,81.792854,84.654289,78.057495,474766600
2014-05-05,84.305717,86.344284,82.904289,83.648575,77.130165,366597700
2014-05-12,83.927139,85.361427,83.628571,85.358574,79.146515,261613100
2014-05-19,85.407143,87.818573,85.332855,87.732857,81.348000,295605100
2014-05-26,87.982857,92.024284,87.947144,90.428574,83.847534,401210600
2014-06-02,90.565712,93.037140,88.928574,92.224289,85.512581,412821500
2014-06-09,92.699997,95.050003,90.879997,91.279999,84.636986,293147000
2014-06-16,91.510002,92.750000,90.900002,90.910004,84.293930,235227000
2014-06-23,91.320000,92.000000,89.650002,91.980003,85.286057,216257000
2014-06-30,92.099998,94.099998,92.089996,94.029999,87.186874,139062100
2014-07-07,94.139999,96.800003,93.519997,95.220001,88.290260,231830000
2014-07-14,95.860001,97.099998,92.570000,94.430000,87.557755,248970200
2014-07-21,94.989998,97.879997,93.720001,97.669998,90.561958,276392000
2014-07-28,97.820000,99.440002,94.809998,96.129997,89.134033,236825000
2014-08-04,96.370003,96.580002,93.279999,94.739998,87.845184,223025000
2014-08-11,95.269997,98.190002,94.839996,97.980003,91.301308,179363000
2014-08-18,98.489998,101.470001,97.980003,101.320000,94.413635,247332000
2014-08-25,101.790001,102.900002,100.699997,102.500000,95.513176,238846000
2014-09-01,103.059998,103.739998,97.790001,98.970001,92.223808,323160000
2014-09-08,99.300003,103.080002,96.139999,101.660004,94.730461,462051800
2014-09-15,102.809998,103.050003,98.889999,100.959999,94.078171,297352900
2014-09-22,101.800003,102.940002,97.720001,100.750000,93.882469,338824900
2014-09-29,98.650002,101.540001,98.040001,99.620003,92.829514,247749100
2014-10-06,99.949997,102.379997,98.309998,100.730003,93.863831,280258200
2014-10-13,101.330002,101.779999,95.180000,97.669998,91.012421,358539800
2014-10-20,98.320000,105.489998,98.220001,105.220001,98.047798,358532900
2014-10-27,104.849998,108.040001,104.699997,108.000000,100.638283,220230600
2014-11-03,108.220001,110.300003,107.720001,109.010002,101.579437,199952900
2014-11-10,109.019997,114.190002,108.400002,114.180000,106.858391,205166700
2014-11-17,114.269997,117.570000,113.300003,116.470001,109.001556,233414700
2014-11-24,116.849998,119.750000,116.620003,118.930000,111.303802,181873900
2014-12-01,118.809998,119.250000,111.269997,115.000000,107.625816,266589700
2014-12-08,114.099998,114.849998,109.349998,109.730003,102.693748,259868000
2014-12-15,110.699997,113.239998,106.260002,111.779999,104.612289,328856600
2014-12-22,112.160004,114.519997,111.970001,113.989998,106.680573,119396500
2014-12-29,113.790001,114.769997,107.349998,109.330002,102.319397,152088400
2015-01-05,108.290001,113.250000,104.629997,112.010002,104.827553,283252500
2015-01-12,112.599998,112.800003,105.199997,105.989998,99.193558,303607000
2015-01-19,107.839996,113.750000,106.500000,112.980003,105.735344,198737000
2015-01-26,113.739998,120.000000,109.029999,117.160004,109.647324,465842700
2015-02-02,118.050003,120.510002,116.080002,118.930000,111.303802,270757300
2015-02-09,118.550003,127.480003,118.430000,127.080002,119.400589,303206800
2015-02-16,127.489998,129.500000,126.919998,129.500000,121.674324,194354900
2015-02-23,130.020004,133.600006,126.610001,128.460007,120.697182,368216200
2015-03-02,129.250000,130.279999,125.760002,126.599998,118.949585,246938500
2015-03-09,127.959999,129.570007,121.629997,123.589996,116.121483,326514100
2015-03-16,123.879997,129.250000,122.870003,125.900002,118.291885,266672900
2015-03-23,127.120003,128.039993,122.599998,123.250000,115.802032,209326300
2015-03-30,124.050003,126.489998,123.099998,125.320000,117.746933,162031800
2015-04-06,124.470001,128.119995,124.330002,127.099998,119.419373,182207500
2015-04-13,128.369995,128.570007,124.459999,124.750000,117.211380,171186100
2015-04-20,125.570000,130.630005,125.169998,130.279999,122.407204,207440700
2015-04-27,132.309998,134.539993,124.580002,128.949997,121.157585,420972300
2015-05-04,129.500000,130.570007,123.360001,127.620003,119.907967,271892000
2015-05-11,127.389999,129.490005,124.820000,128.770004,121.493835,208301500
2015-05-18,128.380005,132.970001,128.360001,132.539993,125.050819,217297400
2015-05-25,132.600006,132.910004,129.119995,130.279999,122.918510,198148600
2015-06-01,130.279999,131.389999,128.360001,128.649994,121.380615,170746700
2015-06-08,128.899994,130.179993,125.620003,127.169998,119.984238,220114600
2015-06-15,126.099998,128.309998,125.709999,126.599998,119.446442,198525200
2015-06-22,127.489998,129.800003,126.510002,126.750000,119.587975,195594000
2015-06-29,125.459999,126.940002,124.480003,126.440002,119.295486,150981900
2015-07-06,124.940002,126.230003,119.220001,123.279999,116.314041,274944900
2015-07-13,125.029999,129.619995,124.320000,129.619995,122.295799,189244900
2015-07-20,130.970001,132.970001,121.989998,124.500000,117.465096,344269000
2015-07-27,123.089996,123.910004,120.910004,121.300003,114.445923,191598600
2015-08-03,121.500000,122.570000,112.099998,115.519997,108.992516,385000600
2015-08-10,116.529999,119.989998,109.629997,115.959999,109.902893,344717200
2015-08-17,116.040001,117.650002,105.650002,105.760002,100.235687,319668200
2015-08-24,94.870003,113.309998,92.000000,113.290001,107.372368,500363000
2015-08-31,112.029999,114.529999,107.360001,109.269997,103.562332,298194200
2015-09-07,111.750000,114.209999,109.769997,114.209999,108.244316,252662700
2015-09-14,116.580002,116.889999,111.870003,113.449997,107.524002,277276000
2015-09-21,113.669998,116.690002,112.370003,114.709999,108.718178,242696300
2015-09-28,113.849998,114.570000,107.309998,110.379997,104.614357,313896300
2015-10-05,109.879997,112.279999,108.209999,112.120003,106.263466,261772800
2015-10-12,112.730003,112.750000,109.559998,111.040001,105.239891,184885000
2015-10-19,110.800003,119.230003,110.110001,119.080002,112.859917,221354200
2015-10-26,118.080002,121.220001,113.989998,119.500000,113.257980,322362200
2015-11-02,120.800003,123.820000,119.610001,121.059998,114.736481,195203400
2015-11-09,120.959999,121.809998,112.269997,112.339996,106.927734,216555300
2015-11-16,111.379997,119.919998,111.000000,119.300003,113.552414,189981200
2015-11-23,119.269997,119.730003,117.120003,117.809998,112.134209,109720400
2015-11-30,117.989998,119.410004,114.220001,119.029999,113.295410,206765800
2015-12-07,118.980003,119.860001,112.849998,113.180000,107.727272,188745500
2015-12-14,112.180000,112.800003,105.809998,106.029999,100.921738,315106400
2015-12-21,107.279999,109.000000,105.570000,108.029999,102.825378,126607800
2015-12-28,107.589996,109.430000,104.820000,105.260002,100.188835,123484500
2016-01-04,102.610001,105.849998,96.430000,96.959999,92.288696,343790200
2016-01-11,98.970001,101.190002,95.360001,97.129997,92.450516,303513300
2016-01-18,98.410004,101.459999,93.419998,101.419998,96.533836,243384100
2016-01-25,101.519997,101.529999,92.389999,97.339996,92.650391,380336500
2016-02-01,96.470001,97.330002,93.690002,94.019997,89.490341,217154800
2016-02-08,93.129997,96.349998,92.589996,93.989998,89.947243,231122300
2016-02-15,95.019997,98.889999,94.610001,96.040001,91.909050,168316300
2016-02-22,96.309998,98.019997,93.320000,96.910004,92.741638,159052900
2016-02-29,96.860001,103.750000,96.650002,103.010002,98.579269,201803800
2016-03-07,102.389999,102.830002,100.150002,102.260002,97.861526,155514300
2016-03-14,101.910004,106.500000,101.779999,105.919998,101.364082,182073200
